# freq,psd
1.010355646533292184e-01,1.815096320406135721e-02
1.020818532481707064e-01,1.815096320406135721e-02
1.994234780702894005e-01,1.815096320406135721e-02
2.014886371196250581e-01,1.815096320406135721e-02
2.035751822261107347e-01,1.815096320406135721e-02
2.056833348561949160e-01,1.815096320406135721e-02
5.974290735340045261e-02,1.761792239181119227e-02
6.036158378482350123e-02,1.761792239181119227e-02
6.098666701068885393e-02,1.761792239181119227e-02
6.161822337749511824e-02,1.761792239181119227e-02
6.225631991880191396e-02,1.761792239181119227e-02
6.290102436234459859e-02,1.761792239181119227e-02
6.355240513722301698e-02,1.761792239181119227e-02
6.421053138116469827e-02,1.761792239181119227e-02
6.487547294786291663e-02,1.761792239181119227e-02
6.554730041439113530e-02,1.761792239181119227e-02
6.622608508869409771e-02,1.761792239181119227e-02
7.191562617131146140e-02,1.761792239181119227e-02
7.266035897616195116e-02,1.761792239181119227e-02
7.341280397070119867e-02,1.761792239181119227e-02
7.971976237873708293e-02,1.761792239181119227e-02
8.054531205964930718e-02,1.761792239181119227e-02
8.137941084125277502e-02,1.761792239181119227e-02
8.222214725501236776e-02,1.761792239181119227e-02
8.307361074919360211e-02,1.761792239181119227e-02
8.393389169835652197e-02,1.761792239181119227e-02
8.480308141294835844e-02,1.761792239181119227e-02
8.568127214899486088e-02,1.761792239181119227e-02
8.656855711789264440e-02,1.761792239181119227e-02
8.746503049630267868e-02,1.761792239181119227e-02
8.837078743614602827e-02,1.761792239181119227e-02
8.928592407470342662e-02,1.761792239181119227e-02
9.021053754481943299e-02,1.761792239181119227e-02
9.114472598521189406e-02,1.761792239181119227e-02
9.208858855088848661e-02,1.761792239181119227e-02
1.000000000000000056e-01,1.761792239181119227e-02
1.010355646533292184e-01,1.761792239181119227e-02
1.020818532481707064e-01,1.761792239181119227e-02
2.035751822261107347e-01,1.761792239181119227e-02
2.056833348561949160e-01,1.761792239181119227e-02
2.078133187697543960e-01,1.761792239181119227e-02
6.421053138116469827e-02,1.710053543243538962e-02
6.487547294786291663e-02,1.710053543243538962e-02
6.554730041439113530e-02,1.710053543243538962e-02
6.622608508869409771e-02,1.710053543243538962e-02
7.191562617131146140e-02,1.710053543243538962e-02
7.266035897616195116e-02,1.710053543243538962e-02
7.341280397070119867e-02,1.710053543243538962e-02
7.971976237873708293e-02,1.710053543243538962e-02
8.054531205964930718e-02,1.710053543243538962e-02
8.137941084125277502e-02,1.710053543243538962e-02
8.222214725501236776e-02,1.710053543243538962e-02
8.307361074919360211e-02,1.710053543243538962e-02
8.393389169835652197e-02,1.710053543243538962e-02
8.480308141294835844e-02,1.710053543243538962e-02
8.568127214899486088e-02,1.710053543243538962e-02
8.656855711789264440e-02,1.710053543243538962e-02
8.746503049630267868e-02,1.710053543243538962e-02
8.837078743614602827e-02,1.710053543243538962e-02
8.928592407470342662e-02,1.710053543243538962e-02
9.021053754481943299e-02,1.710053543243538962e-02
9.114472598521189406e-02,1.710053543243538962e-02
9.208858855088848661e-02,1.710053543243538962e-02
1.000000000000000056e-01,1.710053543243538962e-02
1.010355646533292184e-01,1.710053543243538962e-02
1.020818532481707064e-01,1.710053543243538962e-02
1.031389768378721677e-01,1.710053543243538962e-02
2.056833348561949160e-01,1.710053543243538962e-02
2.078133187697543960e-01,1.710053543243538962e-02
2.099653600438443901e-01,1.710053543243538962e-02
7.191562617131146140e-02,1.659834261796379676e-02
7.266035897616195116e-02,1.659834261796379676e-02
7.341280397070119867e-02,1.659834261796379676e-02
7.971976237873708293e-02,1.659834261796379676e-02
8.054531205964930718e-02,1.659834261796379676e-02
8.137941084125277502e-02,1.659834261796379676e-02
8.222214725501236776e-02,1.659834261796379676e-02
8.307361074919360211e-02,1.659834261796379676e-02
8.393389169835652197e-02,1.659834261796379676e-02
8.480308141294835844e-02,1.659834261796379676e-02
8.568127214899486088e-02,1.659834261796379676e-02
8.656855711789264440e-02,1.659834261796379676e-02
8.746503049630267868e-02,1.659834261796379676e-02
8.837078743614602827e-02,1.659834261796379676e-02
8.928592407470342662e-02,1.659834261796379676e-02
9.021053754481943299e-02,1.659834261796379676e-02
9.114472598521189406e-02,1.659834261796379676e-02
9.208858855088848661e-02,1.659834261796379676e-02
2.078133187697543960e-01,1.659834261796379676e-02
2.099653600438443901e-01,1.659834261796379676e-02
2.121396870966939241e-01,1.659834261796379676e-02
2.099653600438443901e-01,1.611089774070757069e-02
2.121396870966939241e-01,1.611089774070757069e-02
2.143365307119504681e-01,1.611089774070757069e-02
2.099653600438443901e-01,1.563776769679538214e-02
2.121396870966939241e-01,1.563776769679538214e-02
2.143365307119504681e-01,1.563776769679538214e-02
2.165561240631755646e-01,1.563776769679538214e-02
2.121396870966939241e-01,1.517853210135249389e-02
2.143365307119504681e-01,1.517853210135249389e-02
2.165561240631755646e-01,1.517853210135249389e-02
2.187987027385936145e-01,1.517853210135249389e-02
2.143365307119504681e-01,1.473278291498095194e-02
2.165561240631755646e-01,1.473278291498095194e-02
2.187987027385936145e-01,1.473278291498095194e-02
2.165561240631755646e-01,1.430012408120900046e-02
2.327503701433183136e-01,1.269287112544186316e-02
3.026804284475887591e-02,1.232011854705647447e-02
2.303647937653693634e-01,1.232011854705647447e-02
2.327503701433183136e-01,1.232011854705647447e-02
2.351606507070155005e-01,1.232011854705647447e-02
2.375958912842763282e-01,1.232011854705647447e-02
3.026804284475887591e-02,1.195831262394866576e-02
3.058148799771373202e-02,1.195831262394866576e-02
3.089817907788016543e-02,1.195831262394866576e-02
3.121814969893306480e-02,1.195831262394866576e-02
3.154143382263862455e-02,1.195831262394866576e-02
3.186806576245910377e-02,1.195831262394866576e-02
2.303647937653693634e-01,1.195831262394866576e-02
2.327503701433183136e-01,1.195831262394866576e-02
2.351606507070155005e-01,1.195831262394866576e-02
3.026804284475887591e-02,1.160713188480284354e-02
3.058148799771373202e-02,1.160713188480284354e-02
3.089817907788016543e-02,1.160713188480284354e-02
3.121814969893306480e-02,1.160713188480284354e-02
3.154143382263862455e-02,1.160713188480284354e-02
3.186806576245910377e-02,1.160713188480284354e-02
3.219808018719484688e-02,1.160713188480284354e-02
3.253151212466402764e-02,1.160713188480284354e-02
3.286839696542056405e-02,1.160713188480284354e-02
3.320877046651038444e-02,1.160713188480284354e-02
2.327503701433183136e-01,1.160713188480284354e-02
3.058148799771373202e-02,1.126626429897766186e-02
3.089817907788016543e-02,1.126626429897766186e-02
3.121814969893306480e-02,1.126626429897766186e-02
3.154143382263862455e-02,1.126626429897766186e-02
3.186806576245910377e-02,1.126626429897766186e-02
3.219808018719484688e-02,1.126626429897766186e-02
3.253151212466402764e-02,1.126626429897766186e-02
3.286839696542056405e-02,1.126626429897766186e-02
3.320877046651038444e-02,1.126626429897766186e-02
3.355266875526680126e-02,1.126626429897766186e-02
3.390012833314499235e-02,1.126626429897766186e-02
3.425118607959629080e-02,1.126626429897766186e-02
3.460587925598261616e-02,1.126626429897766186e-02
3.496424550953135257e-02,1.126626429897766186e-02
1.397699694511008950e+00,1.126626429897766186e-02
1.412173778507055610e+00,1.126626429897766186e-02
1.426797751000858039e+00,1.126626429897766186e-02
1.471584601928055847e+00,1.126626429897766186e-02
1.486823811909458559e+00,1.126626429897766186e-02
3.219808018719484688e-02,1.093540699926100895e-02
3.253151212466402764e-02,1.093540699926100895e-02
3.286839696542056405e-02,1.093540699926100895e-02
3.320877046651038444e-02,1.093540699926100895e-02
3.355266875526680126e-02,1.093540699926100895e-02
3.390012833314499235e-02,1.093540699926100895e-02
3.425118607959629080e-02,1.093540699926100895e-02
3.460587925598261616e-02,1.093540699926100895e-02
3.496424550953135257e-02,1.093540699926100895e-02
2.527461586781727942e-01,1.093540699926100895e-02
3.895866144687560317e-01,1.093540699926100895e-02
3.936210357422964545e-01,1.093540699926100895e-02
3.976972360565120268e-01,1.093540699926100895e-02
1.383373962729620876e+00,1.093540699926100895e-02
1.397699694511008950e+00,1.093540699926100895e-02
1.412173778507055610e+00,1.093540699926100895e-02
1.426797751000858039e+00,1.093540699926100895e-02
1.441573164184719369e+00,1.093540699926100895e-02
1.456501586324896236e+00,1.093540699926100895e-02
1.471584601928055847e+00,1.093540699926100895e-02
1.486823811909458559e+00,1.093540699926100895e-02
1.502220833762875296e+00,1.093540699926100895e-02
3.390012833314499235e-02,1.061426601276680738e-02
3.425118607959629080e-02,1.061426601276680738e-02
3.460587925598261616e-02,1.061426601276680738e-02
3.496424550953135257e-02,1.061426601276680738e-02
3.796805452198887681e-02,1.061426601276680738e-02
3.836123827417534798e-02,1.061426601276680738e-02
2.527461586781727942e-01,1.061426601276680738e-02
2.553635085600912680e-01,1.061426601276680738e-02
2.580079627922409746e-01,1.061426601276680738e-02
3.816414005745309979e-01,1.061426601276680738e-02
3.855935440213513754e-01,1.061426601276680738e-02
3.895866144687560317e-01,1.061426601276680738e-02
3.936210357422964545e-01,1.061426601276680738e-02
3.976972360565120268e-01,1.061426601276680738e-02
1.369195062625938153e+00,1.061426601276680738e-02
1.383373962729620876e+00,1.061426601276680738e-02
1.397699694511008950e+00,1.061426601276680738e-02
1.412173778507055610e+00,1.061426601276680738e-02
1.426797751000858039e+00,1.061426601276680738e-02
1.441573164184719369e+00,1.061426601276680738e-02
1.456501586324896236e+00,1.061426601276680738e-02
1.471584601928055847e+00,1.061426601276680738e-02
1.486823811909458559e+00,1.061426601276680738e-02
1.502220833762875296e+00,1.061426601276680738e-02
1.517777301732271544e+00,1.061426601276680738e-02
3.796805452198887681e-02,1.030255599973463505e-02
3.836123827417534798e-02,1.030255599973463505e-02
3.875849369832212038e-02,1.030255599973463505e-02
1.419466932054512798e-01,1.030255599973463505e-02
2.501556353402777377e-01,1.030255599973463505e-02
2.527461586781727942e-01,1.030255599973463505e-02
2.553635085600912680e-01,1.030255599973463505e-02
2.580079627922409746e-01,1.030255599973463505e-02
2.606798020576923114e-01,1.030255599973463505e-02
2.633793099461702591e-01,1.030255599973463505e-02
3.738582210559249774e-01,1.030255599973463505e-02
3.777297646467455694e-01,1.030255599973463505e-02
3.816414005745309979e-01,1.030255599973463505e-02
3.855935440213513754e-01,1.030255599973463505e-02
3.895866144687560317e-01,1.030255599973463505e-02
3.936210357422964545e-01,1.030255599973463505e-02
3.976972360565120268e-01,1.030255599973463505e-02
4.274373643209656848e-01,1.030255599973463505e-02
4.318637545809956291e-01,1.030255599973463505e-02
4.363359829739769657e-01,1.030255599973463505e-02
1.369195062625938153e+00,1.030255599973463505e-02
1.383373962729620876e+00,1.030255599973463505e-02
1.397699694511008950e+00,1.030255599973463505e-02
1.426797751000858039e+00,1.030255599973463505e-02
1.441573164184719369e+00,1.030255599973463505e-02
1.456501586324896236e+00,1.030255599973463505e-02
1.471584601928055847e+00,1.030255599973463505e-02
1.486823811909458559e+00,1.030255599973463505e-02
1.502220833762875296e+00,1.030255599973463505e-02
1.517777301732271544e+00,1.030255599973463505e-02
1.533494866985264382e+00,1.030255599973463505e-02
3.796805452198887681e-02,1.000000000000000021e-02
3.836123827417534798e-02,1.000000000000000021e-02
3.875849369832212038e-02,1.000000000000000021e-02
4.208826990208893587e-02,1.000000000000000021e-02
1.390518379994193088e-01,1.000000000000000021e-02
1.404918096835459096e-01,1.000000000000000021e-02
1.419466932054512798e-01,1.000000000000000021e-02
1.541414581753644542e-01,1.000000000000000021e-02
1.557376926323547905e-01,1.000000000000000021e-02
1.573504571291659548e-01,1.000000000000000021e-02
1.589799228450475554e-01,1.000000000000000021e-02
1.606262627319209602e-01,1.000000000000000021e-02
2.527461586781727942e-01,1.000000000000000021e-02
2.553635085600912680e-01,1.000000000000000021e-02
2.580079627922409746e-01,1.000000000000000021e-02
2.606798020576923114e-01,1.000000000000000021e-02
2.633793099461702591e-01,1.000000000000000021e-02
2.661067729841552487e-01,1.000000000000000021e-02
2.688624806652942789e-01,1.000000000000000021e-02
2.716467254811281706e-01,1.000000000000000021e-02
2.744598029521369553e-01,1.000000000000000021e-02
2.773020116591063955e-01,1.000000000000000021e-02
2.801736532748189124e-01,1.000000000000000021e-02
2.830750325960740832e-01,1.000000000000000021e-02
2.860064575760392636e-01,1.000000000000000021e-02
2.889682393569357743e-01,1.000000000000000021e-02
3.624800560544692019e-01,1.000000000000000021e-02
3.662337713903371927e-01,1.000000000000000021e-02
3.700263588754101329e-01,1.000000000000000021e-02
3.738582210559249774e-01,1.000000000000000021e-02
3.777297646467455694e-01,1.000000000000000021e-02
3.816414005745309979e-01,1.000000000000000021e-02
3.855935440213513754e-01,1.000000000000000021e-02
4.274373643209656848e-01,1.000000000000000021e-02
4.318637545809956291e-01,1.000000000000000021e-02
4.363359829739769657e-01,1.000000000000000021e-02
4.408545241834120332e-01,1.000000000000000021e-02
1.502220833762875296e+00,1.000000000000000021e-02
1.517777301732271544e+00,1.000000000000000021e-02
1.533494866985264382e+00,1.000000000000000021e-02
3.875849369832212038e-02,9.706329186910099896e-03
4.208826990208893587e-02,9.706329186910099896e-03
4.252412114839275448e-02,9.706329186910099896e-03
4.296448591614441398e-02,9.706329186910099896e-03
4.340941094577662612e-02,9.706329186910099896e-03
4.385894346174950414e-02,9.706329186910099896e-03
4.431313117756303932e-02,9.706329186910099896e-03
4.477202230082130002e-02,9.706329186910099896e-03
1.390518379994193088e-01,9.706329186910099896e-03
1.404918096835459096e-01,9.706329186910099896e-03
1.419466932054512798e-01,9.706329186910099896e-03
1.434166429868566350e-01,9.706329186910099896e-03
1.541414581753644542e-01,9.706329186910099896e-03
1.557376926323547905e-01,9.706329186910099896e-03
1.573504571291659548e-01,9.706329186910099896e-03
1.589799228450475554e-01,9.706329186910099896e-03
1.606262627319209602e-01,9.706329186910099896e-03
1.622896515327364453e-01,9.706329186910099896e-03
1.639702658000206648e-01,9.706329186910099896e-03
1.656682839146156327e-01,9.706329186910099896e-03
1.673838861046125226e-01,9.706329186910099896e-03
1.691172544644807263e-01,9.706329186910099896e-03
1.708685729743957271e-01,9.706329186910099896e-03
1.726380275197666458e-01,9.706329186910099896e-03
1.744258059109660974e-01,9.706329186910099896e-03
1.762320979032646895e-01,9.706329186910099896e-03
2.580079627922409746e-01,9.706329186910099896e-03
2.606798020576923114e-01,9.706329186910099896e-03
2.633793099461702591e-01,9.706329186910099896e-03
2.661067729841552487e-01,9.706329186910099896e-03
2.688624806652942789e-01,9.706329186910099896e-03
2.716467254811281706e-01,9.706329186910099896e-03
2.744598029521369553e-01,9.706329186910099896e-03
2.773020116591063955e-01,9.706329186910099896e-03
2.801736532748189124e-01,9.706329186910099896e-03
2.830750325960740832e-01,9.706329186910099896e-03
2.860064575760392636e-01,9.706329186910099896e-03
2.889682393569357743e-01,9.706329186910099896e-03
3.550876522326114615e-01,9.706329186910099896e-03
3.587648144474689382e-01,9.706329186910099896e-03
3.624800560544692019e-01,9.706329186910099896e-03
3.662337713903371927e-01,9.706329186910099896e-03
3.700263588754101329e-01,9.706329186910099896e-03
3.738582210559249774e-01,9.706329186910099896e-03
3.777297646467455694e-01,9.706329186910099896e-03
4.318637545809956291e-01,9.706329186910099896e-03
4.363359829739769657e-01,9.706329186910099896e-03
4.886951526747987939e-01,9.706329186910099896e-03
4.937559069384324095e-01,9.706329186910099896e-03
4.988690685844118788e-01,9.706329186910099896e-03
1.273929556658202733e+00,9.706329186910099896e-03
1.287121920855268220e+00,9.706329186910099896e-03
1.300450900512897912e+00,9.706329186910099896e-03
1.517777301732271544e+00,9.706329186910099896e-03
4.165688591586653305e-02,9.421282628466278591e-03
4.208826990208893587e-02,9.421282628466278591e-03
4.252412114839275448e-02,9.421282628466278591e-03
4.296448591614441398e-02,9.421282628466278591e-03
4.340941094577662612e-02,9.421282628466278591e-03
4.385894346174950414e-02,9.421282628466278591e-03
4.431313117756303932e-02,9.421282628466278591e-03
4.477202230082130002e-02,9.421282628466278591e-03
4.523566553834929005e-02,9.421282628466278591e-03
4.570411010136264662e-02,9.421282628466278591e-03
